city,osm_type,osm_id,name,address,phone,email,website
Kerman,node,6693953953,پیتزا کلبه,,,,
Kerman,node,6694030074,بیرون بر تهران,,,,
Kerman,node,6694046553,سمساری قاسمی,,,,
Kerman,node,6694217992,اداره امور مالیاتی;الکتریکی,"بلوار معلم, بندر لنگه",,,
Kerman,node,6761122674,سوپری انصاری,,,,
Kerman,node,6762899729,زیباکده کیمیا,,,,
Kerman,node,6762899730,سالن زیبایی طلا,,,,
Kerman,node,8223073031,رستوران کوهین,,,,
Kerman,node,8224529797,,,,,
Kerman,node,9642853917,بیرون بر لذیذ,,+987644241474,,
Kerman,node,10099014684,رستوران,,,,
Kerman,node,10669034474,Ice Pack,"امام خمینی, بندر کنگ",,,
Kerman,node,10669034475,آب انار شامان,"امام خمینی, بندر کنگ",,,
Kerman,node,10669034478,سوپرمارکت محمودی,"آیت الله طالقانی, بندر کنگ",,,
Kerman,node,10669034479,الوا گل,"آیت الله طالقانی, بندر کنگ",,,
Kerman,node,10675700005,سوپرمارکت برادران معروفی,میدان شهدا,,,
Kerman,node,10675705405,اتوسرویس و تنظیم موتور ابراهیمی,,,,
Kerman,node,10677561505,صبحانه خوری دیگ طلایی,,,,
Kerman,node,10677561605,شاورما قطری,,,,
Kerman,node,10782165605,cafe shik,,,,
Kerman,node,11185572349,بازرگانی امیران,"بلوار انقلاب, بندرلنگه",+987644240436,,
Kerman,node,11737448852,نمایندگی زمزم پخش برادران,"محله گرگ, بندر لنگه",+989131692218,,
Kerman,node,11737448853,نمایندگی بهنوش پخش برادران,"بلوار زینبیه رو به روی پل, بندر لنگه",+989021182218,,
Kerman,node,12069706584,فروشگاه لوازم ارایشی پرسم,"شهید رجایی, بندر کنگ",,,
Kerman,node,12438182415,گالری بارچاهی,"بلوار انقلاب, بندرلنگه",+989173669251,,https://www.instagram.com/gallery_barchahi
Kerman,node,12599412252,مبلمان و فرش محمودی,,,,
Kerman,node,12771152481,مواد غذایی خارجی نخل مارکت,,09910512040,,
Kerman,node,12828172774,گلفروشی شهربهشت,,,,
Kerman,way,300121395,مجتمع تجاری مروارید جنوب,بلوارامام خمینی,,,
Kerman,way,357824676,نانوایی شناس,,,,
Kerman,way,357824677,سوپر عادل,,,,
Kerman,way,357830946,تعمیرگاه,,,,
Kerman,way,357888147,موبایل شناس,,,,
Kerman,way,357888154,کبابی روستا,,,,
Kerman,way,357896338,بلوک زنی روستا,,,,
Kerman,way,357896341,ماهی فروشی,,,,
Kerman,way,358150235,سوپرمارکت معراج,,,,
Kerman,way,358150236,الکتریکی زاهدی,,,,
Kerman,way,358150237,مصالح ساختمانی روستا,,,,
Kerman,way,358150238,آرایشگاه,,,,
Kerman,way,358150239,آرایشگاه,,,,
Kerman,way,358150242,موبایل فروشی,,,,
Kerman,way,358152332,سوپرمارکت,,,,
Kerman,way,358152333,لوازم صیادی,,,,
Kerman,way,358155726,ابزار فروشی,,,,
Kerman,way,358155727,لوازم یدکی موترسیکلت,,,,
Kerman,way,358155728,سوپرمارکت الهی,,,,
Kerman,way,613238371,مرکز خرید پردیس,,,,
Kerman,way,661946446,تعمیرگاه خودرو,,,,
Kerman,way,884208937,مجتمع تفریحی و گردشگری شب نشین,,,,
Kerman,node,696910396,فروشگاه بوستان,,,,
Kerman,node,696910416,فروشگاه گلستان,,,,
Kerman,node,3024682621,فروشگاه سروستان,,,,
Kerman,node,3024682715,فروشگاه بهارستان,,,,
Kerman,node,3634154925,رستوران گلدن فود درگهان,,+987635269287;+987635269288,,
Kerman,node,3636505090,بازار ماهی فروشی,,,,
Kerman,node,3650190765,ظروف یکبار مصرف مرداس قشم,,,,
Kerman,node,3759935819,پخش عمده استار لاین,,,,
Kerman,node,4309931590,,,,,
Kerman,node,4333521790,رستوران پارسی,,+987633224001,,
Kerman,node,4737606862,هایپر مارکت آفتاب,,+987632576280,,
Kerman,node,4792609722,غذای دریایی تاخره سهیلی,,+989177672708;+989367971600,,
Kerman,node,4934407643,فروشگاه بزرگ تازیان,,,,
Kerman,node,4987541299,,,,,
Kerman,node,5170697724,منطقه ویژه خلیج فارس,,,,
Kerman,node,5302551722,,,,,
Kerman,node,5335127198,,,,,
Kerman,node,5335127199,,,,,
Kerman,node,5335127926,قهوه خانه,,,,
Kerman,node,5430638921,موبایل حمید,,+98 917 939 1880,,
Kerman,node,5495826687,کافی شاپ آفتاب,,,,
Kerman,node,5511705624,رستوران زاگرس,,,,
Kerman,node,5548823215,,"درگهان, 380, هرمزگان",+98 93 8703 0599,,https://www.kenzo.com/
Kerman,node,5562677522,باشگاه‌استقلال درگهان,,,,
Kerman,node,5624817625,بازرگانی آراز,,,,
Kerman,node,5627511621,,,,,
Kerman,node,5633417632,هایپر مارکت ایمانی نژاد,لافت,,,
Kerman,node,5638324771,زنبیل,,,,
Kerman,node,5667041050,بازار زیتون رمکان,,,,
Kerman,node,5948601137,رستوران سنتی ناخدا علی صالح,,+989175217426,,
Kerman,node,6082683585,فست فود,,,,
Kerman,node,6082736688,,,,,
Kerman,node,6098826585,,,,,
Kerman,node,6100067086,,,,,
Kerman,node,6110398685,گاراژ درویش,,,,
Kerman,node,6208142785,پاراگلایدر,,,,
Kerman,node,6276344985,Some stores,,,,
Kerman,node,6310535472,پخش پوشاک برادران زینلی,,,,
Kerman,node,6310535483,لارستان,,,,
Kerman,node,6310535484,خلیج فارس,,,,
Kerman,node,6310557885,2dolphin,,,,
Kerman,node,6310557886,کاپیتان,,,,
Kerman,node,6310557887,ساندویجی خلیج فارس,,,,
Kerman,node,6310557888,گلهای حمید,,,,
Kerman,node,6310557889,مروارید,,,,
Kerman,node,6310557890,ایران زمین,,,,
Kerman,node,6310948366,باغ و رستوران علی بابا,,,,
Kerman,node,6330700953,Supermarket,,,,
Kerman,node,6564587086,فروشگاه مواد غذایی شهریاری,,,,
Kerman,node,6564589585,دکه,,,,
Kerman,node,6797004588,,,,,
Kerman,node,6797004589,باجه فروش بلیط دره ستارگان,,,,
Kerman,node,6797016489,,,,,
Kerman,node,6797016490,,,,,
Kerman,node,6797016685,,,,,
Kerman,node,6797016686,,,,,
Kerman,node,6797016786,,,,,
Kerman,node,6926849085,لاستیک فروشی النجم,,,,
Kerman,node,6977105585,سوپرمارکت حمید,,+987693226311,,
Kerman,node,7010677161,,,,,
Kerman,node,7010700243,,,,,
Kerman,node,7010703455,,,,,
Kerman,node,7010706927,,,,,
Kerman,node,7010709317,,,,,
Kerman,node,7010709318,,,,,
Kerman,node,7010710817,,,,,
Kerman,node,7010711533,,,,,
Kerman,node,7010714590,,,,,
Kerman,node,7010715107,,,,,
Kerman,node,7046036888,,,,,
Kerman,node,7046036889,,,,,
Kerman,node,7046046487,,,,,
Kerman,node,7046046488,,,,,
Kerman,node,7046049687,,,,,
Kerman,node,7046049690,,,,,
Kerman,node,7046049691,,,,,
Kerman,node,7046049694,,,,,
Kerman,node,7046049885,,,,,
Kerman,node,7046049886,,,,,
Kerman,node,7089375190,کیف و کفش امین,"بلوار امام خمینی, 55351, 79316",+98 76 3322 7375,,
Kerman,node,7111469085,,,,,
Kerman,node,7111469086,,,,,
Kerman,node,7111469185,,,,,
Kerman,node,7111469186,Chakooh canyon ticket office (75.000 | 300.000 toman),,,,
Kerman,node,7111469188,,,,,
Kerman,node,7111469285,,,,,
Kerman,node,7190843785,بابا ماركت,,+98 917 163 0413,,
Kerman,node,7190851285,كردستان فود,,+98 918 917 1920,,
Kerman,node,7371253130,داروخانه رحیمی,,,,
Kerman,node,7371526722,سوپرمارکت جلال,هلر,,,
Kerman,node,7371526726,نانوایی یوسف,هلر,,,
Kerman,node,7371526727,نانوایی شرکت,,,,
Kerman,node,7371578553,سوپرمارکت شفیق,هلر,,,
Kerman,node,7371674628,خدمات نرم افزاری مدرن سیستم,هلر,,,
Kerman,node,7371823941,قنادی رشاد,,,,
Kerman,node,7371823942,سوپرمارکت عاقب,هلر,,,
Kerman,node,7371959978,طاووس گشت,هلر,+98 76 3526 3500,,http://tavousgasht.ir
Kerman,node,7371959979,سوپرمارکت نور,هلر,+98 76 3526 2871,,
Kerman,node,7371959980,ابزارفروشی قبا,هلر,+98 76 3526 6458,,
Kerman,node,7372009630,خدمات کامپیوتری نیکخو,هلر,+98 76 3526 4140,,
Kerman,node,7372109507,فست فود امیر,هلر,+98 76 3526 3434,,
Kerman,node,7372109508,قنادی چالاک,,,,
Kerman,node,7372109515,فست فود نشاط,هلر,+98 76 3526 6600,,
Kerman,node,7372109516,رستوران میزبان ایرانیان,درگهان,,,
Kerman,node,7372109518,,,,,
Kerman,node,7429376766,میوه فروشی صادق,,,,
Kerman,node,7429697430,,,,,
Kerman,node,7429703670,لوازم التحریر پارس تحریر,هلر,,,
Kerman,node,7429703671,فرش و موکت,هلر,,,
Kerman,node,7429703672,فروشگاه لوازم خانگی توفیق زرنگ,هلر,,,
Kerman,node,7429703673,الکتریکی ناصر,هلر,,,
Kerman,node,7429703674,تعویض روغنی,Holor,,,
Kerman,node,7429703675,,هلر,,,
Kerman,node,7429703679,فروشگاه لوازم موتورسیکلت,,,,
Kerman,node,7429703680,,هلر,,,
Kerman,node,7429703681,,هلر,,,
Kerman,node,7429703683,لوازم التحریر,,,,
Kerman,node,7429703684,,هلر,,,
Kerman,node,7429716585,سوغات محلی,هلر,,,
Kerman,node,7429716586,,Holor,,,
Kerman,node,7429716587,,Holor,,,
Kerman,node,7429716588,,هلر,,,
Kerman,node,7429716589,تعمیرات لوازم صوتی تصویری,Holor,,,
Kerman,node,7429716590,,هلر,,,
Kerman,node,7429716591,تعمیرگاه لوازم خانگی,,,,
Kerman,node,7429716592,مواد غذایی جزیره ( برادران زرنگ ),,,,
Kerman,node,7429716593,,هلر,,,
Kerman,node,7429823179,,درگهان,,,
Kerman,node,7429823180,,,,,
Kerman,node,7429823181,,,,,
Kerman,node,7429858186,,,,,
Kerman,node,7589650989,,,,,
Kerman,node,7727954473,سوپر مارکت اسکله,,,,
Kerman,node,7766253984,Ski 101 Club,"ساحلی, 3/4",,,
Kerman,node,7810737934,مرکز رفاهی آریا,,,,
Kerman,node,8080009599,اقامتگاه بوم امینی,,+989356229988,,https://boomamini.com
Kerman,node,8154334325,پخش پوشاک طرلان,,+98 9174582726,,https://t.me/tarlan_sport
Kerman,node,8228272677,آرایشی و بهداشتی ویولت,,+98 917 619 8732,,
Kerman,node,8317908750,داروخانه شبانه روزی مهر,,,,
Kerman,node,8463733893,,,+989383322287;+989366670144,,https://www.instagram.com/sevendstudio
Kerman,node,8986529235,مرکز خرید ارسلان,,,,
Kerman,node,9083312852,تعمیرات لوازم خانگی یوسفی,,,,
Kerman,node,9236263923,مرغ فروشی دلبری,,,,
Kerman,node,9410546633,Zapiroos (Hormozgan),,+989179850520,,https://zapiroos.ir/
Kerman,node,9523508717,نمایندگی ایران خودرو 4322,,,,
Kerman,node,9689858616,market,,,,
Kerman,node,9847939235,رستوران قصر,,,,
Kerman,node,9944648806,رستوران داریوش,,+987633592076,,
Kerman,node,9949257085,مجتمع تجاری پارمیس,,,,
Kerman,node,10101256928,رستوران,,,,
Kerman,node,10602185905,مواد غذایی,,,,
Kerman,node,10807439198,کفش سعید 325,,,,
Kerman,node,10825480556,رستوران سنتی ناخدا عبدل صالح سهیلی,,+98 917 163 1600,,
Kerman,node,10958885605,گارگوپ,,+989026026260,,https://gargop.com/
Kerman,node,10961090287,فست فود سی باس,,,,
Kerman,node,10961090301,سوپر رسالت,,,,
Kerman,node,10961092736,مرغ ققنوس,,,,
Kerman,node,10961092740,نانوایی رسالت,,,,
Kerman,node,10961092756,لوازم صیادی گرکوه,,,,
Kerman,node,10961092757,شاورما جواد,,,,
Kerman,node,10961092758,بیرون بر مطبخ,,,,
Kerman,node,10961092759,ایستگاه تقویت,,,,
Kerman,node,10961092760,سوپر نخل,,,,
Kerman,node,10961092762,لوازم تحریر محسن,,,,
Kerman,node,10961092763,کوشه شاورما,,,,
Kerman,node,10961099475,مرغ فروشی صدف,,,,
Kerman,node,10961099478,میوه فروشی حلال,,,,
Kerman,node,10961099479,سوپر زارعی,,,,
Kerman,node,10961099480,پیرایش آرارات,,,,
Kerman,node,10961099486,خشکبار قبله,,,,
Kerman,node,10961099487,الکتریکی مهتاب,,,,
Kerman,node,10961099488,سوپر سلامت,,,,
Kerman,node,10976251805,پیتزا خانگی هارگیز,,07633227555,hardgees@gmail.com,https://hardgees.ir/
Kerman,node,11053579156,پخش پوشاک بچگانه حسینی,,,,
Kerman,node,11071545290,رستوران کبابی آقا دای جهرمی,,,,
Kerman,node,11071545291,رستوران طریقت (شعبه آفتاب درخشان دریا),,,,
Kerman,node,11187195287,هایپر باران,"پردیس, بندر خمیر",09176910737,,
Kerman,node,11453063487,آجیل وخشکبارمحمدی,,,,
Kerman,node,11472566441,ارایشی پوستی درمانی سمرون سهیلی,,,,
Kerman,node,11509642769,کافه ریو,,,,
Kerman,node,11514128969,سوپرمارکت میلاد,,,,
Kerman,node,11519001469,کبابی عارف,,,,
Kerman,node,11519001569,کبابی و پیتزایی امیری,,,,
Kerman,node,11519225469,سوپرمارکت امیری,,,,
Kerman,node,11519282169,کافه مری,,,,
Kerman,node,11519456470,شاهی مارکت,,,,
Kerman,node,11536505977,رستوران خالو قنبر,,09170499829,,
Kerman,node,11548927008,پارچه سرای هند,,,,
Kerman,node,11548927009,نانوایی شادمان,,,,
Kerman,node,11548927014,مجتمع تجاری رویال,,,,
Kerman,node,11549023937,نانوایی محله ی,,,,
Kerman,node,11549023955,سالن زیبایی مهنا بیوتی,,,,
Kerman,node,11549023963,کادویی نور گالری,,,,
Kerman,node,11598994303,میل لنگ تراشی محید,"بزرگراه شهید رجایی - خونسرخ, بندرعباس, 7931193836",+989171332699,,
Kerman,node,11603082933,نانوایی,,,,
Kerman,node,11626475369,,,,,
Kerman,node,11640529728,آرایشگاه ابرام,,,,
Kerman,node,11640529729,آرایشگاه خلیج فارس,,,,
Kerman,node,11640529730,آرایشگاه اسامه,,,,
Kerman,node,11640529731,آرایشگاه نیگو,,,,
Kerman,node,11640644365,مجتمع تحاری ستاره,,,,
Kerman,node,11644971289,تعمیر گاه لوارم خانگی ژرف,,,,
Kerman,node,11645014792,سوپر مارکت الماس,,,,
Kerman,node,11652933769,,,,,
Kerman,node,11681598869,,,,,
Kerman,node,11681598870,,,,,
Kerman,node,11681599469,,,,,
Kerman,node,11681599569,,,,,
Kerman,node,11681599769,,,,,
Kerman,node,11700037005,لوازم خانه و آشپزخانه دلپسند,"رمکان, قشم",,,
Kerman,node,11724975871,Loze Café,,,,
Kerman,node,11724975872,مغازه,,,,https://www.instagram.com/maghaazee
Kerman,node,11724975873,کافه پین,,,,
Kerman,node,11735463064,رستوران خاله اعظم,,,,
Kerman,node,11735538480,چيسكو,,,,
Kerman,node,11735538481,ناندوز,,,,https://www.instagram.com/nandos_restaurant_/
Kerman,node,11735538563,کافه وبوفه لور,,,,
Kerman,node,11735538564,,,,,
Kerman,node,11778458267,,,,,
Kerman,node,11778458268,راد مارکت,,,,
Kerman,node,11778458536,سوپرمارکت بستکی,,,,
Kerman,node,11778458537,کاکتوس,,,,
Kerman,node,11778480569,هایپر مارکت کهورستان,,,,
Kerman,node,11832989456,رستوران و بومگردی فانوس,,09177606088,,
Kerman,node,11911765291,فروشگاه شال و روسری بن‌سای,"ساحلی, درگهان",09113351760,,
Kerman,node,11911828840,فروشگاه پوشاک لامبر,"بلوار صیادی, درگهان",07635274300,,
Kerman,node,11932545457,پوشاک مردانه شیکورقشم,"مجتمع تجاری قصر, 1951",09019210901,,
Kerman,node,11948790078,چاهو سنتر,,+989962795942,,
Kerman,node,12123552026,خدمات اتومبیل پاسلاری,,,,
Kerman,node,12157795011,برق و الکترونیک خودرو کریمی,"هلر, هلر",09929225044,,
Kerman,node,12185850666,الماس درب قشم,"قشم هلر جاده اصلی بازار اتحاد باین اول, هلر",07635265773,,
Kerman,node,12194062652,پوشاک سلنا,,,,
Kerman,node,12199883295,انبار ماهی خشک خجسته پور,"جاده رمچاه- هلر, قشم",09177688199,,
Kerman,node,12254604276,فلافلی فسفودی و ساندویچ دریایی,,,,
Kerman,node,12393152500,ساندویچ کمل,"بلوار حرا, طبل",09003238648,,
Kerman,node,12467627214,۵۲هرتز,,,,
Kerman,node,12472004557,شیرینی نانک,,,,
Kerman,node,12472004559,سوپرمارکت شهر من,,,,
Kerman,node,12472004560,فست فود خودمون,,+98 917 545 7707,,
Kerman,node,12487887303,رستوران سنتی خاله سمیرا,,,,
Kerman,node,12534016952,رستوران خلیج فارس,,09179025801,,
Kerman,node,12597917902,رستوران عمارت خوان,,,,
Kerman,node,12598872742,بازارگاه اینترنتی زاگسل,,,,
Kerman,node,12648264387,کبابی حرا,,09174652091,,
Kerman,node,12659017817,پارچه سرای حیدری,,,,
Kerman,node,12747960332,فروشگاه ورزشي نايك مجتمع پرشين گلف ٢,,09172010200,,
Kerman,node,12770734837,هلی کیک,,09179389337,,
Kerman,node,12771665047,کارگاه خدمات فنی اوجنرال دادشاهی,"خ امام علی, سوزا",09164194389,,
Kerman,node,12802235798,کافه فست فود سناتور,شهر سوزا,09038927191,,
Kerman,node,12802621703,اصفهان کار,,+989139808360,,
Kerman,node,12843542241,تعمیرگاه  ولوازم  گازسوز CNG چابوک,,09177632875,,
Kerman,node,12898734825,مانگرو,,+989122096113,,
Kerman,node,13017729014,باسط دیجیتال,,۰۹۱۷۷۶۳۳۴۳۸,,
Kerman,way,143759009,مجتمع تجاری نور,,,,
Kerman,way,298576919,باشگاه غذاخوری شماره ۲,,,,
Kerman,way,298576933,باشگاه غذا خوری شماره ۱,,,,
Kerman,way,414762244,طلا و جواهرات صهیب,"Rasul Akram, Dargahan, qeshm",,,http://www.soheibgold.com
Kerman,way,434577542,پاساژ,,,,
Kerman,way,434577543,پاساژ,,,,
Kerman,way,434577544,مجتمع تجاری ستاره گچین,,,,
Kerman,way,434577545,مجتمع تجاری ساحل,,,,
Kerman,way,462661579,مجتمع تجاری زمرد,,,,
Kerman,way,480795154,,,,,
Kerman,way,480795573,پاساژ,,,,
Kerman,way,513008295,مجتمع تجاری نخل,,,,
Kerman,way,513008296,مجتمع تجاری اطلس,,,,
Kerman,way,513008297,مجتمع تجاری دو دولفین,,,,
Kerman,way,513008298,مجتمع تجاری صدف,,,,
Kerman,way,513008299,مجتمع تجاری دریا,,,,
Kerman,way,513008301,مجتمع تجاری مروارید,,,,
Kerman,way,513008302,مجتمع تجاری ایران زمین,,,,
Kerman,way,513086650,مجتمع تجاری قصر,,,,
Kerman,way,513086651,مجتمع تجاری الماس,,,,
Kerman,way,539054398,بازار ماهی فروشان,,,,
Kerman,way,827795532,باشگاه ملوانان,,,,
Kerman,way,970994756,مرکز خرید میعاد لافت,,,,
Kerman,way,1124601815,پیتزاچی,,+989395262510,,
Kerman,relation,17790034,بازار بزرگ بستانو,,,,
Kerman,node,289419211,کافه هخامنش,,,,
Kerman,node,1966686102,سوپرمارکت,,,,
Kerman,node,1966696789,بازار ماهی,,,,
Kerman,node,2926196280,بازار نیلی,,,,
Kerman,node,2927102074,بازار موبایل رویال,,,,
Kerman,node,2927102662,بنگاه ماشین ها خرید و فروش ماشین,,,,
Kerman,node,2927102693,نمایندگی ۴۳۱۴ ایران خودرو,,,,
Kerman,node,2927146717,ملکه آسمانها,,,,
Kerman,node,3533464553,عطاری ابن سینا,,,,
Kerman,node,3792423726,بازار بزرگ امام حسین,,,,
Kerman,node,3792423749,پاساژ طباطبایی,,,,
Kerman,node,3860530799,مجتمع خدماتی دلفین,,,,
Kerman,node,4019831247,هایپرمارکت پارسا,,,,
Kerman,node,4100910990,فلافل دایی,شهدای محراب,+989378057296,,https://wa.me/+989378057296
Kerman,node,4119572893,سفرخانه شاندیز ایسین,,+987632750103;+989332088244,nastaran1369@gmail.com,
Kerman,node,4159634391,آرتمیس,بندرعباس,,,
Kerman,node,4334339395,آشپزخانه لذیذ,,+98763204,manager@laziz24.ir,
Kerman,node,4334356096,آشپزخانه سعادت,,+98763282;+987633676900;+987633676901;+987633662020,,https://www.saadatkitchen.com/
Kerman,node,4348244589,آشپزخانه بیرون بر حاتم,,,,
Kerman,node,4353521215,خانواده مارکت,,,,
Kerman,node,4424185328,سوپر بالاشهر,,,,
Kerman,node,4424185329,میوه سرای بالاشهر,,,,
Kerman,node,4465883990,مبل هلن,,,,
Kerman,node,4465884289,سوپرمارکت دریا کوشا,کوشا,,,
Kerman,node,4511623490,رستوران شب های طلایی,,+989363974103,,http://www.shabhayetalai.ir
Kerman,node,4513537589,,,,,
Kerman,node,4559360994,,,,,
Kerman,node,4562222891,(آرایشگاه پیکاسو(مردانه,,,,
Kerman,node,4562222892,سوپرمارکت طاووس,کوشا,,,
Kerman,node,4562269790,فروشگاه سپاه,,,,
Kerman,node,4562281090,,navab street,,,
Kerman,node,4562290790,سوپرمارکت کوشا,کوشا,,,
Kerman,node,4562290889,,,33666544,,
Kerman,node,4566446391,,,,,
Kerman,node,4575247896,رویال,بلوار جمهوری اسلامی,,,
Kerman,node,4595091992,آسا خودرو,,,,
Kerman,node,4595146191,,,,,
Kerman,node,4606738204,مرکز فروش ماهی,,,,
Kerman,node,4607485357,مغازه,,,,
Kerman,node,4607485358,مغازه,,,,
Kerman,node,4607485359,Markant,,,,
Kerman,node,4607485360,نانوایی لواش,,,,
Kerman,node,4607515938,پیرایش مردانه,,,,
Kerman,node,4607515939,Markant,,,,
Kerman,node,4607515940,,,,,
Kerman,node,4611385891,نانوایی نان سنگک,,,,
Kerman,node,4612718290,گل فروشی عصر گل,,,,
Kerman,node,4617903289,دکور آسیا,,+98 917 160 3499,,
Kerman,node,4635422991,رستوران ستاره,,,,
Kerman,node,4636804489,,,,,
Kerman,node,4636944789,رستوران مِیلِس,,,,https://t.me/meyles_qeshm
Kerman,node,4639201890,,,,,
Kerman,node,4646610693,,,,,
Kerman,node,4646611892,ریوگ - صبحانه و شام محلی,,,,
Kerman,node,4661811913,,,,,
Kerman,node,4661811915,,,,,
Kerman,node,4661811917,سفره‌خانه خاله فاطمه,,,,
Kerman,node,4661921813,بلیت کشتی,,,,
Kerman,node,4661971893,,,,,
Kerman,node,4661971895,,,,,
Kerman,node,4661972207,,,,,
Kerman,node,4661972208,,,,,
Kerman,node,4662059790,گلک کافی,,,,
Kerman,node,4662059795,,,,,
Kerman,node,4664847491,,,,,
Kerman,node,4679561936,,,,,
Kerman,node,4679561937,مغازه,,,,
Kerman,node,4679984290,مرکز خرید سام و زال,,,,
Kerman,node,4685538290,فتو هرمز,بندرعباس,+9832225840,,
Kerman,node,4685550789,,,,,
Kerman,node,4690067340,,,,,
Kerman,node,4693062765,,,,,
Kerman,node,4702226800,,,,,
Kerman,node,4709548711,مانی,,,,
Kerman,node,4710067403,مغازه,,,,
Kerman,node,4720244994,رستوران سلطان,,,,
Kerman,node,4739575453,سوپر مارکت,,,,
Kerman,node,4739575454,سوپر مارکت,,,,
Kerman,node,4744887624,تعویض روغنی حاتمی,,,,
Kerman,node,4770064675,Sun Pizza,,,,
Kerman,node,4774239124,,بلوار مصطفی خمینی,,,http://www.sinatella.com
Kerman,node,4785408541,,,,,
Kerman,node,4785412613,تعویض روغن,,,,
Kerman,node,4785436922,رستوران زرون,"بلوار شهدا, بندرعباس",,,
Kerman,node,4809036931,سوپر مارکت هادی,غدیر ۱۶,,,
Kerman,node,4809036933,,,,,
Kerman,node,4809036934,مرغ گرم,,,,
Kerman,node,4809036935,,,,,
Kerman,node,4809036936,,,,,
Kerman,node,4809036937,میوه فروشی,,,,
Kerman,node,4809036938,آرایشگاه,,,,
Kerman,node,4809036939,,,,,
Kerman,node,4809036940,,,,,
Kerman,node,4809036944,فلافل افرا,,,,
Kerman,node,4809040624,,,,,
Kerman,node,4809040638,,,,,
Kerman,node,4809040639,,,,,
Kerman,node,4809040640,مرغ گرم,,,,
Kerman,node,4809070267,,,,,
Kerman,node,4809709626,تالار پذیرایی ضیافت,,,,
Kerman,node,4811249516,آرایشگاه زنانه,,,,
Kerman,node,4818072811,,,,,
Kerman,node,4818072812,,,,,
Kerman,node,4818072813,یکبار مصرف فروشی,,,,
Kerman,node,4844079473,پیتزا امین,"نبوت, بندرعباس",,,
Kerman,node,4855853745,کفش ملی,"بلوار سید جمال الدین اسد آبادی, بندرعباس",,,
Kerman,node,4857804481,رستوران نوید,,,,
Kerman,node,4857820629,لوازم التحریر,,,,
Kerman,node,4857820630,,,,,
Kerman,node,4857820631,,,,,
Kerman,node,4895502821,رستوران آقای ماهی,بلوار شهدا,,,
Kerman,node,4896071721,رستوران شاطر عباس,,,,
Kerman,node,4896071921,پیتزا ساندویچ ذغالی,,,,
Kerman,node,4897722322,رستوران گلشهر,,,,
Kerman,node,4902915527,فست فود صدف,,+98 76 3352 42527,,
Kerman,node,4903794188,,,,,
